";2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050"
"PL.HOT.GHG-INT (kg/sqm);179,8928548;166,3955997;153,3769048;140,8458135;127,0011767;115,9820953;104,6956436;93,47903785;83,78261782;74,6689476;65,43798621;57,99148965;50,6292525;43,8934195;37,62538036;31,8230579;25,68013009;20,70680571;16,50408487;13,15707883;10,4919177;9,018217474;7,912766202;6,951985463;6,125009766;5,360579519;4,818559503;4,305758001;3,860108273;3,459057913;3,085916535"
"PT.HOT.GHG-INT (kg/sqm);48,33976017;42,38198884;39,61239723;36,99983242;31,73852334;29,47557558;27,18178165;23,6608228;21,70541616;19,88188063;17,48771272;16,01595473;14,3821205;13,07596155;11,87505517;10,77816309;8,603584327;7,677081575;6,907775141;6,308752827;5,844755384;5,606292719;5,439033146;5,301161485;5,190219802;5,093320575;5,03887923;4,993388165;4,965027026;4,952318767;4,95617175"
"RO.HOT.GHG-INT (kg/sqm);79,93299571;72,81143047;66,77462802;61,04766742;54,31591408;49,4061481;44,46126228;39,34606491;35,181143;31,30441259;27,31912969;24,20050701;21,11732556;18,35322933;15,80474665;13,46733497;10,85236893;8,89072649;7,244791441;5,940640136;4,907067012;4,327679367;3,890959699;3,512428421;3,186977573;2,88780373;2,671620008;2,467872837;2,289565683;2,128050054;1,976889517"
"SK.HOT.GHG-INT (kg/sqm);50,69287356;46,20817129;42,84322982;39,62488017;35,30277133;32,46179953;29,54695275;26,25269657;23,74458899;21,38480419;18,82067154;16,88880027;14,9183458;13,16529965;11,53171454;10,01744153;8,120948313;6,818351978;5,716750357;4,83914353;4,140263193;3,755046972;3,466885397;3,217023152;3,002726275;2,805175556;2,66654873;2,535385263;2,421078679;2,316630844;2,216124793"
"SI.HOT.GHG-INT (kg/sqm);51,58267058;47,3257828;43,78021034;40,3780263;36,19339756;33,21803086;30,16902351;26,92472185;24,30527854;21,83918313;19,24160892;17,21909082;15,17983262;13,33378254;11,60741692;10,00064964;8,142405129;6,748292896;5,563859052;4,615987992;3,857246708;3,438085126;3,122745836;2,8470993;2,608522494;2,386476115;2,228777859;2,078631832;1,947529593;1,828885522;1,717695568"
"ES.HOT.GHG-INT (kg/sqm);32,88844459;30,13903537;28,05213431;26,03487545;23,33587305;21,54998089;19,69968614;17,62781553;16,01832531;14,49252489;12,83670817;11,57167912;10,27509931;9,104387041;8,002796802;6,971344843;5,720983353;4,815442858;4,04261298;3,421928703;2,92332869;2,649091055;2,442760429;2,261681971;2,104317974;1,956931913;1,85226204;1,751887095;1,663814998;1,58375256;1,508508739"
"SE.HOT.GHG-INT (kg/sqm);10,8923251;9,783272904;9,137472626;8,516083792;7,48763861;6,944965887;6,3942783;5,676073361;5,208167313;4,771112378;4,255690394;3,901607885;3,52806887;3,211084284;2,917470106;2,646897195;2,230434768;2,000054208;1,805904591;1,651424626;1,528466936;1,459157625;1,406639356;1,36097928;1,321671593;1,285596906;1,259565704;1,235156799;1,213857372;1,194492559;1,176052392"
"UK.HOT.GHG-INT (kg/sqm);60,56290706;56,05978193;52,16684897;48,36416453;43,73701604;40,32678222;36,76541544;33,03802167;29,91447797;26,93925148;23,82580394;21,34134641;18,82959257;16,5113921;14,32115937;12,26215155;10,01270858;8,195338458;6,638141005;5,381765558;4,367442909;3,802587374;3,373275436;2,993918969;2,661648314;2,348795745;2,121682322;1,902382774;1,706807151;1,525737483;1,351937577"
"HR.HOT.GHG-INT (kg/sqm);72,57656418;65,81115876;60,7064475;55,81787832;49,25459664;45,01271376;40,71665061;35,88634712;32,24654576;28,84950592;25,19588758;22,45264163;19,68520595;17,24457088;14,99022595;12,9189901;10,36126623;8,619764714;7,156415701;5,995064099;5,073225099;4,553731137;4,160932787;3,820269994;3,527406078;3,258839445;3,064628761;2,882636285;2,724334039;2,582089827;2,450182281"
"CH.HOT.GHG-INT (kg/sqm);27,75069363;25,54245724;23,85563906;22,20512137;19,96282817;18,47886113;16,92978399;15,18715579;13,82974047;12,53849528;11,13253387;10,05631787;8,949368046;7,945701484;6,997591315;6,106156722;5,029676637;4,240538402;3,564271692;3,01892335;2,57887011;2,335923499;2,152185505;1,990010943;1,848192568;1,714518183;1,618498343;1,525600429;1,442933022;1,366427625;1,292881013"
"NO.HOT.GHG-INT (kg/sqm);7,718567039;6,768548542;6,562702941;6,344898789;5,494690878;5,27978685;5,032489392;4,492714768;4,257521663;4,022586344;3,650591271;3,441761774;3,182550745;2,969274894;2,758816766;2,553938898;2,145415722;1,952634944;1,784799095;1,649071755;1,539748979;1,486531099;1,449401947;1,417347374;1,389652016;1,363316642;1,348176743;1,333244946;1,320979123;1,310137995;1,299707461"
"AT.DWC.GHG-INT (kg/sqm);36,54477243;32,17826977;30,18313008;28,27016274;24,36914061;22,68816551;20,95559705;18,32540453;16,82564639;15,40947427;13,57031388;12,40337112;11,10700541;10,03468606;9,029903836;8,093220289;6,413674276;5,593216676;4,896972434;4,342244181;3,900918733;3,666233549;3,494312621;3,345837644;3,219231047;3,101843359;3,023599064;2,949571089;2,887471914;2,834066101;2,787498976"
"BE.DWC.GHG-INT (kg/sqm);47,69763881;42,37405604;39,33298966;36,43935075;31,6392611;29,14051891;26,60647192;23,27695239;21,1257676;19,11512002;16,73034187;15,10128734;13,37663513;11,91373088;10,55657264;9,303646898;7,366541418;6,294723824;5,390899018;4,673101823;4,10332176;3,792223719;3,561019196;3,361079441;3,190067222;3,032563411;2,923739741;2,821841761;2,735769691;2,661455288;2,596423514"
"BG.DWC.GHG-INT (kg/sqm);46,62538274;42,407382;39,35854977;36,41931448;32,35180277;29,76689193;27,10786563;24,0608847;21,76782398;19,60442463;17,23222016;15,45247761;13,62500067;11,99382065;10,46540859;9,040080372;7,247509354;6,005872577;4,94920196;4,102398474;3,423597278;3,04907017;2,767198383;2,520316787;2,30609659;2,105938563;1,963135117;1,826132293;1,705183547;1,594085129;1,487989835"
"CY.DWC.GHG-INT (kg/sqm);109,6852582;102,3726881;95,98806181;89,63291289;81,50410525;75,68950798;69,5159342;62,87432355;57,38517075;52,10635264;46,42777916;41,94362087;37,30008543;32,9676044;28,80344197;24,81773811;20,24936663;16,58029457;13,39007677;10,78741008;8,662659973;7,506507247;6,633039805;5,853873586;5,166257699;4,507861159;4,040707365;3,5810354;3,168485795;2,781203075;2,400852454"
"CZ.DWC.GHG-INT (kg/sqm);65,57228793;59,02728172;54,57487367;50,31164016;44,22858712;40,5306618;36,77079987;32,36953572;29,17150162;26,1757709;22,8720243;20,43691986;17,94437034;15,75081957;13,71101598;11,82305318;9,397209694;7,78432413;6,418548649;5,326747301;4,45308131;3,960772776;3,586323559;3,25812806;2,972701147;2,707147641;2,512777691;2,327440631;2,163136151;2,012315094;1,869164719"
"DK.DWC.GHG-INT (kg/sqm);38,18621887;35,32608198;32,72895818;30,2212901;27,27909328;25,05682413;22,75846816;20,38291734;18,38632256;16,4970444;14,53046974;12,96899273;11,39810899;9,960264441;8,61097512;7,351124679;5,942458908;4,840674319;3,903001015;3,152278455;2,551361962;2,223272196;1,978107707;1,764102274;1,579261458;1,406929609;1,286401666;1,171385943;1,071516048;0,981700489;0,898268072"
"EE.DWC.GHG-INT (kg/sqm);157,3874959;146,5983116;135,2459321;124,3263502;113,0126533;103,413757;93,52157195;84,06657224;75,51337759;67,42864923;59,35579816;52,68160541;46,08174976;39,93123638;34,15215537;28,74689916;23,3197825;18,58247131;14,53856166;11,28786386;8,673067058;7,226367952;6,13325772;5,171560521;4,333147245;3,546184263;2,981097531;2,436918914;1,954519035;1,510157316;1,085279618"
"FI.DWC.GHG-INT (kg/sqm);46,20705336;42,10702727;39,25031874;36,48973417;32,47583662;30,02747954;27,49056983;24,47274255;22,26655159;20,17744297;17,82033414;16,09093289;14,28422031;12,68158437;11,17349192;9,761242358;7,849780598;6,599864392;5,534814865;4,683075169;4,002630073;3,640515936;3,373918923;3,141807166;2,941804325;2,753877894;2,624819388;2,49880695;2,386734097;2,281605442;2,177831421"
"FR.DWC.GHG-INT (kg/sqm);25,80583526;23,22876287;21,62860262;20,08085597;17,63949764;16,27677749;14,87831244;13,12681977;11,92557916;10,79511631;9,490716626;8,564471271;7,591971808;6,745890604;5,954272407;5,216997572;4,168416792;3,526421618;2,980846895;2,544512214;2,195636486;2,004808203;1,86231174;1,738313512;1,631650203;1,532700558;1,463828471;1,398213488;1,34091842;1,288335344;1,23736957"
"DE.DWC.GHG-INT (kg/sqm);41,60108386;38,54183512;35,43678838;32,46091153;29,32684978;26,72875969;24,08821742;21,53520248;19,27642241;17,15747724;15,0472738;13,31417759;11,6146307;10,04953405;8,590819201;7,237676913;5,849903279;4,683256879;3,694456325;2,904601758;2,27161852;1,923692873;1,660285316;1,430261831;1,231270583;1,047741573;0,914287736;0,788604536;0,678478289;0,578385568;0,483768849"
"EL.DWC.GHG-INT (kg/sqm);45,83481169;41,4676644;38,43511019;35,53473944;31,39303541;28,86813543;26,29133057;23,2519423;21,04944531;18,98204771;16,67283253;14,98504187;13,23954755;11,7045568;10,27158103;8,940037785;7,150742688;5,994962254;5,015080686;4,233562095;3,610646822;3,272479852;3,021440336;2,803697587;2,616961896;2,4438921;2,324442335;2,210793219;2,112350483;2,023309764;1,939136405"
"HU.DWC.GHG-INT (kg/sqm);51,42151874;46,72720735;43,93683963;41,15098826;36,35895759;33,80110194;31,11848095;27,6110072;25,25412187;23,01200615;20,34936134;18,45768441;16,43998182;14,68041352;13,02085941;11,46290641;9,172672653;7,789590781;6,608165632;5,660494867;4,901130227;4,492436198;4,190468782;3,928989452;3,70629623;3,501121402;3,365451766;3,237887469;3,129715083;3,031490633;2,933917436"
"IE.DWC.GHG-INT (kg/sqm);80,39050194;74,30545214;69,17123724;64,15266466;57,81980079;53,31363538;48,61349069;43,56331253;39,44735338;35,53333806;31,37026664;28,1091705;24,78757349;21,7482373;18,87876188;16,18272985;13,07301989;10,6872473;8,644972939;7,000462143;5,675856894;4,948093199;4,400121646;3,918132334;3,498414386;3,104047434;2,823962302;2,553849459;2,314966485;2,094765476;1,883185281"
"IT.DWC.GHG-INT (kg/sqm);36,02859945;32,69011243;30,24437304;27,89651293;24,73621882;22,69102339;20,59997297;18,25074449;16,46104879;14,7780796;12,95947129;11,58247901;10,18110544;8,928046898;7,757243981;6,668315528;5,343797882;4,402571339;3,602498769;2,961222346;2,446806709;2,159345289;1,941350177;1,749943375;1,583272935;1,427551524;1,314480483;1,206108008;1,109917603;1,021335908;0,936810302"
"LV.DWC.GHG-INT (kg/sqm);38,73394348;35,41206481;32,80714301;30,29959145;27,10338028;24,86101122;22,55604382;20,07963468;18,09230871;16,21874762;14,23840198;12,69944838;11,14645156;9,74220234;8,429559423;7,208661117;5,794253377;4,737854053;3,840961124;3,123450671;2,549271509;2,230831013;1,990740407;1,780739105;1,59872848;1,429239627;1,307826711;1,191985625;1,090200637;0,997498104;0,910114584"
"LT.DWC.GHG-INT (kg/sqm);49,31007291;44,95861217;41,80158551;38,71916712;34,36695098;31,62245387;28,79739021;25,53084914;23,09679304;20,80457853;18,27894138;16,39940555;14,46641264;12,75009514;11,14470852;9,650085238;7,726664477;6,427075989;5,322993589;4,439949037;3,733767995;3,346202025;3,056227713;2,80378781;2,586555123;2,385230147;2,244877017;2,111701172;1,996071544;1,890964622;1,790426307"
"LU.DWC.GHG-INT (kg/sqm);33,11586398;30,68403491;28,01544854;25,47849649;23,01436692;20,83193433;18,63122767;16,61127146;14,75633607;13,02919205;11,35960395;9,969138639;8,627404496;7,390071545;6,246527465;5,194686809;4,191029039;3,300965912;2,551905054;1,957058068;1,484548437;1,221580788;1,023865823;0,852218595;0,704506173;0,568250232;0,47073418;0,378593391;0,298226117;0,225672126;0,158009545"
"MT.DWC.GHG-INT (kg/sqm);79,24019765;67,24652283;63,79796878;60,49457689;50,26656444;47,36410544;44,35146917;38,10936565;35,534123;33,10000146;29,20973196;27,21614296;24,73921431;22,87937933;21,11483109;19,44237994;15,26201423;13,7578875;12,46300851;11,42638716;10,59107616;10,15099456;9,827522895;9,545622146;9,304285712;9,077682011;8,927740592;8,784844043;8,666174039;8,564802718;8,477678644"
"NL.DWC.GHG-INT (kg/sqm);43,52889344;40,69411599;37,5326879;34,47762384;31,4186415;28,71997575;25,93721558;23,33569969;20,92881784;18,65470251;16,41246652;14,53712734;12,69415426;10,97052339;9,353236366;7,842880263;6,375180627;5,056737043;3,933006589;3,030881755;2,306259193;1,904748914;1,601435948;1,335028624;1,10315437;0,886039859;0,730088849;0,580272591;0,447638688;0,325613812;0,209057265"
"PL.DWC.GHG-INT (kg/sqm);119,3929522;110,3714604;102,4036371;94,67204209;85,36284039;78,46858805;71,31667034;63,82597548;57,59218148;51,68462581;45,49938182;40,60648039;35,67229563;31,16100112;26,92527181;22,96859948;18,51577895;15,05690972;12,11160587;9,751089865;7,859199809;6,819160339;6,038194062;5,354795164;4,762669091;4,209867308;3,818448391;3,444141435;3,11656306;2,81938729;2,54049601"
"PT.DWC.GHG-INT (kg/sqm);32,74728307;28,08008055;26,70344969;25,3916989;21,34169474;20,17069916;18,94847606;16,38462858;15,3066473;14,28365109;12,63464508;11,78475832;10,72808516;9,939292269;9,199609369;8,510382542;6,697162305;6,08358192;5,567160362;5,162607039;4,848018825;4,699463318;4,601321832;4,521966663;4,460331517;4,406458354;4,385377756;4,369501346;4,366519256;4,375828254;4,398869202"
"RO.DWC.GHG-INT (kg/sqm);58,19113664;53,12241484;49,2562295;45,53517273;40,64677306;37,37952377;34,01063864;30,28365269;27,36923623;24,61287501;21,64789356;19,37123407;17,05066832;14,95441454;12,98601939;11,14656887;8,957753499;7,350773064;5,980347496;4,879593823;3,994855635;3,504826661;3,13453784;2,808889743;2,524920694;2,258263475;2,066057993;1,880571903;1,715455254;1,562687109;1,416063451"
"SK.DWC.GHG-INT (kg/sqm);41,09090845;37,32959852;34,76799345;32,30244563;28,68048876;26,48034843;24,20098677;21,47647565;19,49404049;17,61733977;15,50771398;13,95580565;12,34276375;10,91405223;9,57369953;8,322745535;6,664246344;5,572060445;4,64326991;3,900077657;3,305634172;2,980109882;2,736835215;2,5250748;2,342849679;2,173791615;2,05585775;1,943423351;1,845015445;1,754410722;1,666236865"
"SI.DWC.GHG-INT (kg/sqm);40,305065;36,73864837;34,00143718;31,37668546;27,93607835;25,64304617;23,29480945;20,68908293;18,67319721;16,77615872;14,73201117;13,17728291;11,59463375;10,17678198;8,85143183;7,618444204;6,11251761;5,043386199;4,135465641;3,40924737;2,828267481;2,507673116;2,266748411;2,056350233;1,874465928;1,70537948;1,585697335;1,471978273;1,373055217;1,28394455;1,200892449"
"ES.DWC.GHG-INT (kg/sqm);17,90285115;15,94745161;14,83624972;13,77414311;12,00486347;11,08171843;10,13900185;8,903798956;8,096937452;7,338906086;6,442349995;5,822962673;5,166910374;4,604942829;4,081011751;3,594951264;2,865580225;2,446617516;2,091731037;1,808522269;1,582502772;1,457797518;1,364212859;1,28265394;1,212267567;1,146973653;1,100783693;1,057076699;1,019332747;0,985818139;0,955367716"
"SE.DWC.GHG-INT (kg/sqm);15,54851473;14,23667448;13,30230184;12,38636501;11,06088184;10,23717439;9,375761663;8,366194085;7,611577176;6,893411221;6,091200834;5,49258693;4,868719758;4,308109044;3,777783037;3,278537652;2,638196389;2,194153294;1,814422961;1,509839874;1,265840927;1,136256604;1,041061412;0,958439019;0,887780854;0,822006887;0,778453297;0,736875136;0,701361228;0,669359216;0,638714647"
"UK.DWC.GHG-INT (kg/sqm);34,2477143;30,89991072;28,53143908;26,26288693;23,1655724;21,19877108;19,1996894;16,93249034;15,23298057;13,64100304;11,91843143;10,62471087;9,312242318;8,147899854;7,065539979;6,064174635;4,836150714;3,982352535;3,259507803;2,681538569;2,218936005;1,957078654;1,757405657;1,582284608;1,429847224;1,288080905;1,183764228;1,084376447;0,996165975;0,915177167;0,838372892"
"HR.DWC.GHG-INT (kg/sqm);57,67646408;52,51507883;49,09625975;45,7547208;40,59959774;37,6044929;34,47329377;30,65632249;27,90950976;25,29170542;22,31996356;20,13243272;17,84109139;15,79366405;13,85582581;12,03020958;9,653206942;8,032653288;6,640785271;5,515777061;4,605715393;4,102192199;3,720677811;3,383347356;3,087871395;2,808860447;2,608362663;2,41416498;2,241271323;2,081169144;1,927080834"
"CH.DWC.GHG-INT (kg/sqm);20,29788352;18,30999471;16,96191959;15,66746476;13,79309083;12,66395895;11,51427617;10,15129912;9,17165595;8,254118698;7,231582787;6,485683434;5,71764661;5,044832243;4,418874906;3,839157493;3,067932665;2,570425202;2,149093937;1,81255707;1,543569698;1,393617661;1,280296113;1,181197206;1,095275209;1,015352146;0,957678667;0,90266994;0,854149271;0,809758194;0,767683542"
"NO.DWC.GHG-INT (kg/sqm);9,995793648;8,69626164;8,146562125;7,618673278;6,490981429;6,033081299;5,56517798;4,835590412;4,435997602;4,060131514;3,568035775;3,260592224;2,919339224;2,63972314;2,37711675;2,132805719;1,6964684;1,485850735;1,306609833;1,162635602;1,046837482;0,981349514;0,931291363;0,887165768;0,847906134;0,811122373;0,783826892;0,757628818;0,734189455;0,712506042;0,691803969"
"AT.DWW.GHG-INT (kg/sqm);19,71240662;16,39704792;15,64389846;14,9297455;12,18015543;11,55791884;10,91817114;9,286326541;8,733117614;8,21205567;7,246385742;6,818652894;6,24620112;5,854601168;5,489074168;5,149873442;4,035184928;3,737266192;3,486658381;3,289831081;3,136098409;3,060537577;3,008770011;2,965870716;2,931182078;2,899925;2,883468207;2,868840007;2,85932412;2,854298404;2,853954244"
"BE.DWW.GHG-INT (kg/sqm);23,97115387;20,45683131;19,43886032;18,45630468;15,45254256;14,57987506;13,67008866;11,79983827;11,00223061;10,24370987;9,049176837;8,417033014;7,642762577;7,053115123;6,496919634;5,975024682;4,711686766;4,248028785;3,85257439;3,5362206;3,283492324;3,149767793;3,051803051;2,966848125;2,894209122;2,826646605;2,78227666;2,74071424;2,706988337;2,679699842;2,658391878"
"BG.DWW.GHG-INT (kg/sqm);21,32851629;18,63593083;17,41071543;16,23957828;13,87658036;12,86267206;11,83244259;10,27648935;9,400876496;8,581475941;7,525067456;6,860134295;6,128108037;5,530015188;4,9746465;4,461488065;3,533984943;3,094988119;2,724474218;2,429849732;2,195657347;2,066904271;1,97076256;1,887422294;1,815879921;1,749781673;1,703213305;1,65900422;1,620411654;1,585311113;1,552059614"
"CY.DWW.GHG-INT (kg/sqm);47,05351938;41,97413488;38,83312057;35,80857869;31,04761943;28,42100373;25,78168299;22,45815133;20,24433498;18,19181131;15,82813839;14,18633138;12,48156089;11,03984476;9,717966513;8,513707902;6,70608558;5,710930409;4,884892151;4,237993267;3,732832602;3,450663232;3,241013483;3,063976554;2,916866714;2,78779185;2,699945727;2,622923561;2,561469469;2,511208597;2,468493856"
"CZ.DWW.GHG-INT (kg/sqm);30,84394865;26,8435332;25,26990291;23,73999799;20,23840171;18,88541343;17,48239454;15,20559501;13,98624325;12,82833011;11,27985238;10,31787754;9,236459722;8,34491736;7,504372577;6,715593539;5,307373715;4,61696683;4,024963764;3,545910701;3,157542927;2,936068586;2,765153138;2,613081523;2,478716818;2,35181183;2,256704011;2,164683723;2,081569968;2,003950477;1,929149305"
"DK.DWW.GHG-INT (kg/sqm);16,02766258;14,48457309;13,46659164;12,49194263;11,0306656;10,17591926;9,300370689;8,229985821;7,476996844;6,769274665;5,961678067;5,383040063;4,779223386;4,254227159;3,765338997;3,312495037;2,669508174;2,278379531;1,948290757;1,686470841;1,479145478;1,368215422;1,286960317;1,217215646;1,158149947;1,103978579;1,068011113;1,034509503;1,006871917;0,983624087;0,963941991"
"EE.DWW.GHG-INT (kg/sqm);62,51806531;57,18956856;52,42065054;47,89663545;42,76825533;38,88319252;34,96308995;30,99495997;27,68667142;24,60370773;21,46282144;18,97732092;16,52448069;14,31011327;12,26303995;10,38000589;8,317671208;6,724652778;5,384887389;4,321981397;3,478794583;3,010626744;2,659473942;2,355383692;2,094549585;1,854805582;1,68451025;1,524449566;1,38595125;1,261985215;1,147350093"
